Date_,Year_,Month_,Day_,Mean_temp,Total_Precip,Season,Rain,Snow
1939-02-01,1939,2,1,-5.8,88.1,Winter,Yes,Yes
1938-02-01,1938,2,1,-3.7,76.5,Winter,Yes,Yes
2018-03-31,"2,018",3,31,4,5,Spring,Yes,No
2018-03-30,"2,018",3,30,2,0,Spring,No,No
2018-03-29,"2,018",3,29,4,17,Spring,Yes,No
2018-03-28,"2,018",3,28,5,0,Spring,No,No
2018-03-27,"2,018",3,27,5,4,Spring,Yes,No
2018-03-26,"2,018",3,26,3,0,Spring,No,No
2018-03-25,"2,018",3,25,-2,0,Spring,No,No
2018-03-24,"2,018",3,24,-1,0,Spring,No,No
2018-03-23,"2,018",3,23,0,0,Spring,No,No
2018-03-22,"2,018",3,22,1,0,Spring,No,No
2018-03-21,"2,018",3,21,0,0,Spring,No,No
2018-03-20,"2,018",3,20,-2,0,Spring,No,No
2018-03-19,"2,018",3,19,-4,0,Spring,No,No
2018-03-18,"2,018",3,18,2,0,Spring,No,No
2018-03-17,"2,018",3,17,0,0,Spring,No,No
2018-03-16,"2,018",3,16,-4,0,Spring,No,No
2018-03-15,"2,018",3,15,0,1,Spring,No,Yes
2018-03-14,"2,018",3,14,-2,0,Spring,No,No
2018-03-13,"2,018",3,13,-1,0,Spring,No,No
2018-03-12,"2,018",3,12,-2,3,Spring,No,Yes
2018-03-11,"2,018",3,11,-1,0,Spring,No,No
2018-03-10,"2,018",3,10,-1,0,Spring,No,No
2018-03-09,"2,018",3,9,0,0,Spring,No,No
2018-03-08,"2,018",3,8,-2,0,Spring,No,No
2018-03-07,"2,018",3,7,1,0,Spring,No,No
2018-03-06,"2,018",3,6,0,0,Spring,No,No
2018-03-05,"2,018",3,5,-1,0,Spring,No,No
2018-03-04,"2,018",3,4,-1,0,Spring,No,No
2018-03-03,"2,018",3,3,0,0,Spring,No,No
2018-03-02,"2,018",3,2,1,0,Spring,No,No
2018-03-01,"2,018",3,1,2,1,Spring,No,Yes
2017-03-31,"2,017",3,31,3,10,Spring,Yes,No
2017-03-30,"2,017",3,30,2,12,Spring,Yes,Yes
2017-03-29,"2,017",3,29,6,0,Spring,No,No
2017-03-28,"2,017",3,28,6,0,Spring,No,No
2017-03-27,"2,017",3,27,11,2,Spring,Yes,No
2017-03-26,"2,017",3,26,3,3,Spring,Yes,No
2017-03-25,"2,017",3,25,3,8,Spring,Yes,No
2017-03-24,"2,017",3,24,8,8,Spring,Yes,No
2017-03-23,"2,017",3,23,-3,0,Spring,No,No
2017-03-22,"2,017",3,22,-5,0,Spring,No,No
2017-03-21,"2,017",3,21,4,0,Spring,No,No
2017-03-20,"2,017",3,20,3,0,Spring,No,No
2017-03-19,"2,017",3,19,3,0,Spring,No,No
2017-03-18,"2,017",3,18,1,1,Spring,No,No
2017-03-17,"2,017",3,17,-1,0,Spring,No,No
2017-03-16,"2,017",3,16,-3,0,Spring,No,No
2017-03-15,"2,017",3,15,-6,1,Spring,No,Yes
2017-03-14,"2,017",3,14,-10,1,Spring,No,Yes
2017-03-13,"2,017",3,13,-9,2,Spring,No,Yes
2017-03-12,"2,017",3,12,-9,0,Spring,No,No
2017-03-11,"2,017",3,11,-10,0,Spring,No,No
2017-03-10,"2,017",3,10,-6,0,Spring,No,No
2017-03-09,"2,017",3,9,0,0,Spring,No,No
2017-03-08,"2,017",3,8,5,0,Spring,No,No
2017-03-07,"2,017",3,7,9,,Spring,No,No
2017-03-06,"2,017",3,6,2,0,Spring,No,No
2017-03-05,"2,017",3,5,-7,0,Spring,No,No
2017-03-04,"2,017",3,4,-10,0,Spring,No,No
2017-03-03,"2,017",3,3,-8,0,Spring,No,No
2017-03-02,"2,017",3,2,-5,0,Spring,No,No
2017-03-01,"2,017",3,1,5,20,Spring,Yes,No
2016-03-31,"2,016",3,31,12,20,Spring,Yes,No
2016-03-30,"2,016",3,30,4,0,Spring,No,No
2016-03-29,"2,016",3,29,3,0,Spring,No,No
2016-03-28,"2,016",3,28,6,8,Spring,Yes,No
2016-03-27,"2,016",3,27,5,0,Spring,No,No
2016-03-26,"2,016",3,26,1,0,Spring,No,No
2016-03-25,"2,016",3,25,0,0,Spring,No,No
2016-03-24,"2,016",3,24,-1,15,Spring,Yes,Yes
2016-03-23,"2,016",3,23,2,1,Spring,No,No
2016-03-22,"2,016",3,22,1,2,Spring,Yes,No
2016-03-21,"2,016",3,21,0,0,Spring,No,No
2016-03-20,"2,016",3,20,-2,0,Spring,No,No
2016-03-19,"2,016",3,19,-2,0,Spring,No,No
2016-03-18,"2,016",3,18,1,0,Spring,No,No
2016-03-17,"2,016",3,17,7,1,Spring,Yes,No
2016-03-16,"2,016",3,16,9,2,Spring,Yes,No
2016-03-15,"2,016",3,15,8,6,Spring,Yes,No
2016-03-14,"2,016",3,14,6,11,Spring,Yes,No
2016-03-13,"2,016",3,13,6,0,Spring,No,No
2016-03-12,"2,016",3,12,8,0,Spring,No,No
2016-03-11,"2,016",3,11,5,0,Spring,No,No
2016-03-10,"2,016",3,10,8,4,Spring,Yes,No
2016-03-09,"2,016",3,9,13,0,Spring,No,No
2016-03-08,"2,016",3,8,7,0,Spring,No,No
2016-03-07,"2,016",3,7,6,0,Spring,No,No
2016-03-06,"2,016",3,6,-3,0,Spring,No,No
2016-03-05,"2,016",3,5,-3,0,Spring,No,No
2016-03-04,"2,016",3,4,-3,0,Spring,No,No
2016-03-03,"2,016",3,3,-7,1,Spring,No,Yes
2016-03-02,"2,016",3,2,-8,0,Spring,No,No
2016-03-01,"2,016",3,1,-9,10,Spring,No,Yes
2015-03-31,"2,015",3,31,2,0,Spring,No,No
2015-03-30,"2,015",3,30,3,,Spring,No,No
2015-03-29,"2,015",3,29,-2,0,Spring,No,No
2015-03-28,"2,015",3,28,-6,0,Spring,No,No
2015-03-27,"2,015",3,27,-4,0,Spring,No,No
2015-03-26,"2,015",3,26,3,1,Spring,Yes,No
2015-03-25,"2,015",3,25,1,3,Spring,Yes,No
2015-03-24,"2,015",3,24,-4,0,Spring,No,No
2015-03-23,"2,015",3,23,-7,0,Spring,No,No
2015-03-22,"2,015",3,22,-6,0,Spring,No,No
2015-03-21,"2,015",3,21,0,2,Spring,Yes,No
2015-03-20,"2,015",3,20,3,0,Spring,No,No
2015-03-19,"2,015",3,19,-3,0,Spring,No,No
2015-03-18,"2,015",3,18,-2,0,Spring,No,No
2015-03-17,"2,015",3,17,1,0,Spring,No,No
2015-03-16,"2,015",3,16,6,2,Spring,Yes,No
2015-03-15,"2,015",3,15,3,0,Spring,No,No
2015-03-14,"2,015",3,14,4,0,Spring,No,No
2015-03-13,"2,015",3,13,2,0,Spring,No,No
2015-03-12,"2,015",3,12,1,0,Spring,No,No
2015-03-11,"2,015",3,11,4,0,Spring,No,No
2015-03-10,"2,015",3,10,2,0,Spring,No,No
2015-03-09,"2,015",3,9,1,0,Spring,No,No
2015-03-08,"2,015",3,8,-2,0,Spring,No,No
2015-03-07,"2,015",3,7,-4,0,Spring,No,No
2015-03-06,"2,015",3,6,-12,0,Spring,No,No
2015-03-05,"2,015",3,5,-13,0,Spring,No,No
2015-03-04,"2,015",3,4,-5,0,Spring,No,No
2015-03-03,"2,015",3,3,-6,6,Spring,Yes,Yes
2015-03-02,"2,015",3,2,-7,0,Spring,No,No
2015-03-01,"2,015",3,1,-8,0,Spring,No,No
2014-03-31,"2,014",3,31,5,0,Spring,No,No
2014-03-30,"2,014",3,30,3,0,Spring,No,No
2014-03-29,"2,014",3,29,2,0,Spring,No,No
2014-03-28,"2,014",3,28,6,4,Spring,Yes,No
2014-03-27,"2,014",3,27,-3,2,Spring,Yes,Yes
2014-03-26,"2,014",3,26,-8,0,Spring,No,No
2014-03-25,"2,014",3,25,-5,0,Spring,No,No
2014-03-24,"2,014",3,24,-8,0,Spring,No,No
2014-03-23,"2,014",3,23,-8,0,Spring,No,No
2014-03-22,"2,014",3,22,-2,1,Spring,No,Yes
2014-03-21,"2,014",3,21,0,0,Spring,No,No
2014-03-20,"2,014",3,20,0,0,Spring,No,No
2014-03-19,"2,014",3,19,3,3,Spring,Yes,No
2014-03-18,"2,014",3,18,-3,0,Spring,No,No
2014-03-17,"2,014",3,17,-10,0,Spring,No,No
2014-03-16,"2,014",3,16,-12,0,Spring,No,No
2014-03-15,"2,014",3,15,-2,0,Spring,No,No
2014-03-14,"2,014",3,14,1,0,Spring,No,No
2014-03-13,"2,014",3,13,-12,0,Spring,No,No
2014-03-12,"2,014",3,12,-6,8,Spring,No,Yes
2014-03-11,"2,014",3,11,6,0,Spring,No,No
2014-03-10,"2,014",3,10,3,0,Spring,No,No
2014-03-09,"2,014",3,9,-5,0,Spring,No,No
2014-03-08,"2,014",3,8,-3,0,Spring,No,No
2014-03-07,"2,014",3,7,-6,0,Spring,No,No
2014-03-06,"2,014",3,6,-8,2,Spring,No,Yes
2014-03-05,"2,014",3,5,-10,0,Spring,No,No
2014-03-04,"2,014",3,4,-13,1,Spring,No,Yes
2014-03-03,"2,014",3,3,-16,0,Spring,No,No
2014-03-02,"2,014",3,2,-14,2,Spring,No,Yes
2014-03-01,"2,014",3,1,-7,4,Spring,No,Yes
2013-03-01,2013,3,1,0.1,21.6,Spring,Yes,Yes
2012-03-01,2012,3,1,6.7,18,Spring,Yes,Yes
2011-03-01,2011,3,1,-0.5,91.4,Spring,Yes,Yes
2010-03-01,2010,3,1,4.4,62.6,Spring,Yes,No
2009-03-01,2009,3,1,0.8,68.8,Spring,Yes,Yes
2008-03-01,2008,3,1,-1.7,61.6,Spring,Yes,Yes
2007-03-01,2007,3,1,0.4,33.4,Spring,Yes,Yes
2006-03-01,2006,3,1,1.3,48.8,Spring,Yes,Yes
2005-03-01,2005,3,1,-1.6,32.8,Spring,Yes,Yes
2004-03-01,2004,3,1,2.3,63.4,Spring,Yes,Yes
2003-03-01,2003,3,1,-0.7,50,Spring,Yes,Yes
2002-03-01,2002,3,1,0.4,61.3,Spring,Yes,Yes
2001-03-01,2001,3,1,-0.3,31.4,Spring,Yes,Yes
2000-03-01,2000,3,1,4.5,18.8,Spring,Yes,Yes
1999-03-01,1999,3,1,0.2,23.4,Spring,Yes,Yes
1998-03-01,1998,3,1,2.1,98.4,Spring,Yes,Yes
1997-03-01,1997,3,1,-1.4,69.8,Spring,Yes,Yes
1996-03-01,1996,3,1,-2.8,36.2,Spring,Yes,Yes
1995-03-01,1995,3,1,1.9,50.8,Spring,Yes,Yes
1994-03-01,1994,3,1,-0.8,51.2,Spring,Yes,Yes
1993-03-01,1993,3,1,-2,31,Spring,Yes,Yes
1992-03-01,1992,3,1,-1.1,21.7,Spring,Yes,Yes
1991-03-01,1991,3,1,1.6,98.1,Spring,Yes,Yes
1990-03-01,1990,3,1,0.7,28.7,Spring,Yes,Yes
1989-03-01,1989,3,1,-2.1,37.1,Spring,Yes,Yes
1988-03-01,1988,3,1,-0.8,23.6,Spring,Yes,Yes
1987-03-01,1987,3,1,1.8,44.2,Spring,Yes,Yes
1986-03-01,1986,3,1,0.6,48.8,Spring,Yes,Yes
1985-03-01,1985,3,1,0.3,78.6,Spring,Yes,Yes
1984-03-01,1984,3,1,-4.6,59.5,Spring,Yes,Yes
1983-03-01,1983,3,1,0.6,77.3,Spring,Yes,Yes
1982-03-01,1982,3,1,-2,64.8,Spring,Yes,Yes
1981-03-01,1981,3,1,0,17.8,Spring,Yes,Yes
1980-03-01,1980,3,1,-2,82.8,Spring,Yes,Yes
1979-03-01,1979,3,1,1.6,48.1,Spring,Yes,Yes
1978-03-01,1978,3,1,-3.9,39.8,Spring,Yes,Yes
1977-03-01,1977,3,1,2.2,71.9,Spring,Yes,Yes
1976-03-01,1976,3,1,0.2,116.3,Spring,Yes,Yes
1975-03-01,1975,3,1,-2.5,63.8,Spring,Yes,Yes
1974-03-01,1974,3,1,-1,56.9,Spring,Yes,Yes
1973-03-01,1973,3,1,3.2,121.2,Spring,Yes,Yes
1972-03-01,1972,3,1,-4.3,96.8,Spring,Yes,Yes
1971-03-01,1971,3,1,-3.5,33.5,Spring,Yes,Yes
1970-03-01,1970,3,1,-2.3,43.7,Spring,Yes,Yes
1969-03-01,1969,3,1,-1.8,35.6,Spring,Yes,Yes
1968-03-01,1968,3,1,0.3,57.4,Spring,Yes,Yes
1967-03-01,1967,3,1,-2.5,21.1,Spring,Yes,Yes
1966-03-01,1966,3,1,0.7,55.6,Spring,Yes,Yes
1965-03-01,1965,3,1,-3.5,45,Spring,Yes,Yes
1964-03-01,1964,3,1,-0.8,87.1,Spring,Yes,Yes
1963-03-01,1963,3,1,0.8,59.7,Spring,Yes,Yes
1962-03-01,1962,3,1,-0.4,11.9,Spring,Yes,Yes
1961-03-01,1961,3,1,0.1,77,Spring,Yes,Yes
1960-03-01,1960,3,1,-6,38.9,Spring,Yes,Yes
1959-03-01,1959,3,1,-2,59.9,Spring,Yes,Yes
1958-03-01,1958,3,1,1.4,24.9,Spring,Yes,Yes
1957-03-01,1957,3,1,0.8,27.9,Spring,Yes,Yes
1956-03-01,1956,3,1,-2.5,76.7,Spring,Yes,Yes
1955-03-01,1955,3,1,-1.1,70.6,Spring,Yes,Yes
1954-03-01,1954,3,1,-1.2,77,Spring,Yes,Yes
1953-03-01,1953,3,1,1.2,67.1,Spring,Yes,Yes
1952-03-01,1952,3,1,-1.1,66.5,Spring,Yes,Yes
1951-03-01,1951,3,1,0.3,97.5,Spring,Yes,Yes
1950-03-01,1950,3,1,-4.2,63.2,Spring,Yes,Yes
1949-03-01,1949,3,1,-1.7,63,Spring,Yes,Yes
1948-03-01,1948,3,1,-2.1,57.9,Spring,Yes,Yes
1947-03-01,1947,3,1,-2.2,46.7,Spring,Yes,Yes
1946-03-01,1946,3,1,5.2,28.4,Spring,Yes,No
1945-03-01,1945,3,1,5.1,114,Spring,Yes,Yes
1944-03-01,1944,3,1,-3.6,81.5,Spring,Yes,Yes
1943-03-01,1943,3,1,-3.1,85.3,Spring,Yes,Yes
1942-03-01,1942,3,1,1.4,117.1,Spring,Yes,Yes
1941-03-01,1941,3,1,-3.8,36.8,Spring,Yes,Yes
1940-03-01,1940,3,1,-5.2,48.3,Spring,Yes,Yes
1939-03-01,1939,3,1,-3.6,80.5,Spring,Yes,Yes
1938-03-01,1938,3,1,1.4,41.7,Spring,Yes,Yes
2018-04-30,"2,018",4,30,11,0,Spring,No,No
2018-04-29,"2,018",4,29,6,0,Spring,No,No
2018-04-28,"2,018",4,28,5,2,Spring,Yes,No
2018-04-27,"2,018",4,27,9,3,Spring,Yes,No
2018-04-26,"2,018",4,26,10,1,Spring,Yes,No
2018-04-25,"2,018",4,25,8,19,Spring,Yes,No
2018-04-24,"2,018",4,24,12,4,Spring,Yes,No
2018-04-23,"2,018",4,23,10,0,Spring,No,No
2018-04-22,"2,018",4,22,9,0,Spring,No,No
2018-04-21,"2,018",4,21,6,0,Spring,No,No
2018-04-20,"2,018",4,20,3,0,Spring,No,No
2018-04-19,"2,018",4,19,1,0,Spring,No,No
2018-04-18,"2,018",4,18,2,0,Spring,No,No
2018-04-17,"2,018",4,17,-1,0,Spring,No,No
2018-04-16,"2,018",4,16,2,19,Spring,Yes,No
2018-04-15,"2,018",4,15,-2,28,Spring,Yes,Yes
2018-04-14,"2,018",4,14,0,36,Spring,Yes,Yes
2018-04-13,"2,018",4,13,4,7,Spring,Yes,No
2018-04-12,"2,018",4,12,7,3,Spring,Yes,No
2018-04-11,"2,018",4,11,3,1,Spring,Yes,No
2018-04-10,"2,018",4,10,2,0,Spring,No,No
2018-04-09,"2,018",4,9,-1,0,Spring,No,No
2018-04-08,"2,018",4,8,-2,0,Spring,No,No
2018-04-07,"2,018",4,7,-3,0,Spring,No,No
2018-04-06,"2,018",4,6,1,2,Spring,No,Yes
2018-04-05,"2,018",4,5,-2,0,Spring,No,No
2018-04-04,"2,018",4,4,0,5,Spring,Yes,No
2018-04-03,"2,018",4,3,3,21,Spring,Yes,No
2018-04-02,"2,018",4,2,2,0,Spring,No,No
2018-04-01,"2,018",4,1,0,0,Spring,No,No
2017-04-30,"2,017",4,30,6,14,Spring,Yes,No
2017-04-29,"2,017",4,29,10,0,Spring,No,No
2017-04-28,"2,017",4,28,14,0,Spring,No,No
2017-04-27,"2,017",4,27,17,5,Spring,Yes,No
2017-04-26,"2,017",4,26,12,0,Spring,No,No
2017-04-25,"2,017",4,25,8,4,Spring,Yes,No
2017-04-24,"2,017",4,24,9,0,Spring,No,No
2017-04-23,"2,017",4,23,11,0,Spring,No,No
2017-04-22,"2,017",4,22,9,0,Spring,No,No
2017-04-21,"2,017",4,21,9,0,Spring,No,No
2017-04-20,"2,017",4,20,7,25,Spring,Yes,No
2017-04-19,"2,017",4,19,14,1,Spring,Yes,No
2017-04-18,"2,017",4,18,5,0,Spring,No,No
2017-04-17,"2,017",4,17,7,0,Spring,No,No
2017-04-16,"2,017",4,16,16,3,Spring,Yes,No
2017-04-15,"2,017",4,15,12,6,Spring,Yes,No
2017-04-14,"2,017",4,14,9,0,Spring,No,No
2017-04-13,"2,017",4,13,8,0,Spring,No,No
2017-04-12,"2,017",4,12,5,0,Spring,No,No
2017-04-11,"2,017",4,11,14,2,Spring,Yes,No
2017-04-10,"2,017",4,10,17,4,Spring,Yes,No
2017-04-09,"2,017",4,9,12,0,Spring,No,No
2017-04-08,"2,017",4,8,7,0,Spring,No,No
2017-04-07,"2,017",4,7,2,2,Spring,No,Yes
2017-04-06,"2,017",4,6,4,28,Spring,Yes,No
2017-04-05,"2,017",4,5,7,0,Spring,No,No
2017-04-04,"2,017",4,4,8,12,Spring,Yes,No
2017-04-03,"2,017",4,3,9,6,Spring,Yes,No
2017-04-02,"2,017",4,2,9,0,Spring,No,No
2017-04-01,"2,017",4,1,6,0,Spring,No,No
2016-04-30,"2,016",4,30,8,0,Spring,No,No
2016-04-29,"2,016",4,29,8,0,Spring,No,No
2016-04-28,"2,016",4,28,5,0,Spring,No,No
2016-04-27,"2,016",4,27,6,0,Spring,No,No
2016-04-26,"2,016",4,26,4,12,Spring,Yes,No
2016-04-25,"2,016",4,25,6,11,Spring,Yes,No
2016-04-24,"2,016",4,24,6,0,Spring,No,No
2016-04-23,"2,016",4,23,7,0,Spring,No,No
2016-04-22,"2,016",4,22,12,1,Spring,Yes,No
2016-04-21,"2,016",4,21,10,1,Spring,Yes,No
2016-04-20,"2,016",4,20,9,0,Spring,No,No
2016-04-19,"2,016",4,19,11,0,Spring,No,No
2016-04-18,"2,016",4,18,16,0,Spring,No,No
2016-04-17,"2,016",4,17,13,0,Spring,No,No
2016-04-16,"2,016",4,16,11,0,Spring,No,No
2016-04-15,"2,016",4,15,7,0,Spring,No,No
2016-04-14,"2,016",4,14,4,0,Spring,No,No
2016-04-13,"2,016",4,13,2,0,Spring,No,No
2016-04-12,"2,016",4,12,3,0,Spring,No,No
2016-04-11,"2,016",4,11,6,3,Spring,Yes,No
2016-04-10,"2,016",4,10,-3,8,Spring,Yes,Yes
2016-04-09,"2,016",4,9,-4,0,Spring,No,No
2016-04-08,"2,016",4,8,0,0,Spring,No,No
2016-04-07,"2,016",4,7,3,1,Spring,Yes,No
2016-04-06,"2,016",4,6,2,9,Spring,Yes,Yes
2016-04-05,"2,016",4,5,-4,0,Spring,No,No
2016-04-04,"2,016",4,4,-5,4,Spring,No,Yes
2016-04-03,"2,016",4,3,-4,9,Spring,No,Yes
2016-04-02,"2,016",4,2,1,1,Spring,No,Yes
2016-04-01,"2,016",4,1,8,0,Spring,No,No
2015-04-30,"2,015",4,30,12,0,Spring,No,No
2015-04-29,"2,015",4,29,13,0,Spring,No,No
2015-04-28,"2,015",4,28,12,0,Spring,No,No
2015-04-27,"2,015",4,27,8,0,Spring,No,No
2015-04-26,"2,015",4,26,7,0,Spring,No,No
2015-04-25,"2,015",4,25,4,0,Spring,No,No
2015-04-24,"2,015",4,24,3,0,Spring,No,No
2015-04-23,"2,015",4,23,1,0,Spring,No,No
2015-04-22,"2,015",4,22,4,0,Spring,No,No
2015-04-21,"2,015",4,21,7,6,Spring,Yes,No
2015-04-20,"2,015",4,20,11,19,Spring,Yes,No
2015-04-19,"2,015",4,19,8,7,Spring,Yes,No
2015-04-18,"2,015",4,18,12,0,Spring,No,No
2015-04-17,"2,015",4,17,15,0,Spring,No,No
2015-04-16,"2,015",4,16,9,0,Spring,No,No
2015-04-15,"2,015",4,15,10,0,Spring,No,No
2015-04-14,"2,015",4,14,11,0,Spring,No,No
2015-04-13,"2,015",4,13,15,5,Spring,Yes,No
2015-04-12,"2,015",4,12,10,0,Spring,No,No
2015-04-11,"2,015",4,11,7,0,Spring,No,No
2015-04-10,"2,015",4,10,10,3,Spring,Yes,No
2015-04-09,"2,015",4,9,5,11,Spring,Yes,No
2015-04-08,"2,015",4,8,3,18,Spring,Yes,No
2015-04-07,"2,015",4,7,4,0,Spring,No,No
2015-04-06,"2,015",4,6,5,0,Spring,No,No
2015-04-05,"2,015",4,5,-1,0,Spring,No,No
2015-04-04,"2,015",4,4,2,2,Spring,No,Yes
2015-04-03,"2,015",4,3,8,4,Spring,Yes,No
2015-04-02,"2,015",4,2,10,4,Spring,Yes,No
2015-04-01,"2,015",4,1,2,0,Spring,No,No
2014-04-30,"2,014",4,30,6,6,Spring,Yes,No
2014-04-29,"2,014",4,29,7,28,Spring,Yes,No
2014-04-28,"2,014",4,28,8,0,Spring,No,No
2014-04-27,"2,014",4,27,7,0,Spring,No,No
2014-04-26,"2,014",4,26,7,0,Spring,No,No
2014-04-25,"2,014",4,25,7,5,Spring,Yes,No
2014-04-24,"2,014",4,24,6,0,Spring,No,No
2014-04-23,"2,014",4,23,5,0,Spring,No,No
2014-04-22,"2,014",4,22,9,3,Spring,Yes,No
2014-04-21,"2,014",4,21,13,0,Spring,No,No
2014-04-20,"2,014",4,20,8,0,Spring,No,No
2014-04-19,"2,014",4,19,6,0,Spring,No,No
2014-04-18,"2,014",4,18,6,0,Spring,No,No
2014-04-17,"2,014",4,17,4,0,Spring,No,No
2014-04-16,"2,014",4,16,-2,0,Spring,No,No
2014-04-15,"2,014",4,15,-2,8,Spring,Yes,Yes
2014-04-14,"2,014",4,14,12,4,Spring,Yes,No
2014-04-13,"2,014",4,13,14,6,Spring,Yes,No
2014-04-12,"2,014",4,12,9,5,Spring,Yes,No
2014-04-11,"2,014",4,11,8,0,Spring,No,No
2014-04-10,"2,014",4,10,11,0,Spring,No,No
2014-04-09,"2,014",4,9,6,0,Spring,No,No
2014-04-08,"2,014",4,8,7,4,Spring,Yes,No
2014-04-07,"2,014",4,7,5,13,Spring,Yes,No
2014-04-06,"2,014",4,6,4,0,Spring,No,No
2014-04-05,"2,014",4,5,1,0,Spring,No,No
2014-04-04,"2,014",4,4,4,9,Spring,Yes,No
2014-04-03,"2,014",4,3,1,0,Spring,No,No
2014-04-02,"2,014",4,2,3,0,Spring,No,No
2014-04-01,"2,014",4,1,5,0,Spring,No,No
2013-04-01,2013,4,1,6,110.4,Spring,Yes,Yes
2012-04-01,2012,4,1,7.3,43.6,Spring,Yes,Yes
2011-04-01,2011,4,1,6.9,96.6,Spring,Yes,Yes
2010-04-01,2010,4,1,10.5,36.2,Spring,Yes,No
2009-04-01,2009,4,1,7.8,133.6,Spring,Yes,Yes
2008-04-01,2008,4,1,9.5,54.6,Spring,Yes,Yes
2007-04-01,2007,4,1,6.1,60.8,Spring,Yes,Yes
2006-04-01,2006,4,1,8.2,62.4,Spring,Yes,No
2005-04-01,2005,4,1,7.8,97.6,Spring,Yes,Yes
2004-04-01,2004,4,1,7,64.2,Spring,Yes,Yes
2003-04-01,2003,4,1,5.7,60.8,Spring,Yes,Yes
2002-04-01,2002,4,1,7.3,103.2,Spring,Yes,Yes
2001-04-01,2001,4,1,8.3,36.4,Spring,Yes,Yes
2000-04-01,2000,4,1,6.7,79.3,Spring,Yes,Yes
1999-04-01,1999,4,1,8.1,48.9,Spring,Yes,Yes
1998-04-01,1998,4,1,8.6,57.2,Spring,Yes,No
1997-04-01,1997,4,1,5.8,29.2,Spring,Yes,Yes
1996-04-01,1996,4,1,4.4,101.6,Spring,Yes,Yes
1995-04-01,1995,4,1,4.1,76.6,Spring,Yes,Yes
1994-04-01,1994,4,1,7.3,96,Spring,Yes,Yes
1993-04-01,1993,4,1,6.6,85.4,Spring,Yes,Yes
1992-04-01,1992,4,1,5.6,133.8,Spring,Yes,Yes
1991-04-01,1991,4,1,8.7,115.4,Spring,Yes,Yes
1990-04-01,1990,4,1,8.3,53,Spring,Yes,Yes
1989-04-01,1989,4,1,5.1,41.1,Spring,Yes,Yes
1988-04-01,1988,4,1,5.9,55.2,Spring,Yes,No
1987-04-01,1987,4,1,8.8,49.8,Spring,Yes,Yes
1986-04-01,1986,4,1,7.6,54,Spring,Yes,Yes
1985-04-01,1985,4,1,7.3,33.1,Spring,Yes,Yes
1984-04-01,1984,4,1,7.2,58.7,Spring,Yes,Yes
1983-04-01,1983,4,1,5.5,83.2,Spring,Yes,Yes
1982-04-01,1982,4,1,4.7,43.1,Spring,Yes,Yes
1981-04-01,1981,4,1,7.6,49.7,Spring,Yes,Yes
1980-04-01,1980,4,1,6.2,111.9,Spring,Yes,Yes
1979-04-01,1979,4,1,5.3,88.6,Spring,Yes,Yes
1978-04-01,1978,4,1,4,63.9,Spring,Yes,Yes
1977-04-01,1977,4,1,7.4,70.3,Spring,Yes,Yes
1976-04-01,1976,4,1,7.7,72.1,Spring,Yes,Yes
1975-04-01,1975,4,1,2.8,69.6,Spring,Yes,Yes
1974-04-01,1974,4,1,7,92.2,Spring,Yes,Yes
1973-04-01,1973,4,1,6.5,62.2,Spring,Yes,Yes
1972-04-01,1972,4,1,2.8,52.8,Spring,Yes,Yes
1971-04-01,1971,4,1,4.6,24.9,Spring,Yes,Yes
1970-04-01,1970,4,1,6.6,81.3,Spring,Yes,Yes
1969-04-01,1969,4,1,6.8,89.9,Spring,Yes,No
1968-04-01,1968,4,1,7.6,30.2,Spring,Yes,No
1967-04-01,1967,4,1,6.1,99.1,Spring,Yes,Yes
1966-04-01,1966,4,1,4.6,52.8,Spring,Yes,Yes
1965-04-01,1965,4,1,3.4,75.2,Spring,Yes,Yes
1964-04-01,1964,4,1,5.8,73.9,Spring,Yes,Yes
1963-04-01,1963,4,1,6.9,54.1,Spring,Yes,Yes
1962-04-01,1962,4,1,6.9,34.5,Spring,Yes,Yes
1961-04-01,1961,4,1,4.6,98.3,Spring,Yes,Yes
1960-04-01,1960,4,1,7.5,64.5,Spring,Yes,Yes
1959-04-01,1959,4,1,7.1,61,Spring,Yes,No
1958-04-01,1958,4,1,8.1,35.8,Spring,Yes,Yes
1957-04-01,1957,4,1,7.7,86.9,Spring,Yes,Yes
1956-04-01,1956,4,1,4.4,69.3,Spring,Yes,Yes
1955-04-01,1955,4,1,9.5,63.2,Spring,Yes,No
1954-04-01,1954,4,1,7,91.4,Spring,Yes,No
1953-04-01,1953,4,1,5.7,62,Spring,Yes,No
1952-04-01,1952,4,1,8.4,58.4,Spring,Yes,Yes
1951-04-01,1951,4,1,6.3,108.7,Spring,Yes,Yes
1950-04-01,1950,4,1,3.4,61.7,Spring,Yes,Yes
1949-04-01,1949,4,1,6.7,31.2,Spring,Yes,Yes
1948-04-01,1948,4,1,7.6,52.6,Spring,Yes,No
1947-04-01,1947,4,1,5.1,74.9,Spring,Yes,Yes
1946-04-01,1946,4,1,6,17,Spring,Yes,Yes
1945-04-01,1945,4,1,7.7,83.1,Spring,Yes,Yes
1944-04-01,1944,4,1,4.3,82.8,Spring,Yes,Yes
1943-04-01,1943,4,1,2.8,56.6,Spring,Yes,Yes
1942-04-01,1942,4,1,8.9,43.4,Spring,Yes,Yes
1941-04-01,1941,4,1,9.2,45,Spring,Yes,No
